-1.473011,5.01464,9.154417
-1.830994,4.579677,9.1573
-2.116415,4.148579,9.169374
-2.332293,3.725678,9.18977
-2.481644,3.315301,9.217614
-2.567488,2.921779,9.252037
-2.592843,2.549441,9.292167
-2.560726,2.202615,9.337132
-2.474156,1.885632,9.386061
-2.33615,1.602821,9.438084
-2.149727,1.358511,9.492327
-1.917906,1.157031,9.54792
-1.643703,1.002711,9.603992
-1.330137,0.8998796,9.659672
-0.9802269,0.8528669,9.714087
-0.5969896,0.8660018,9.766368
-0.1834435,0.9436138,9.81564
0.2573931,1.090032,9.861036
0.7225023,1.309586,9.901682
1.208865,1.606605,9.936707
