-4.743726,0.3560848,8.833935
-4.987497,0.5659479,8.67868
-5.214161,0.7740877,8.529783
-5.424334,0.9805038,8.386983
-5.618627,1.185195,8.250024
-5.797653,1.388162,8.118646
-5.962026,1.589404,7.992589
-6.112357,1.78892,7.871597
-6.249261,1.986709,7.755409
-6.373351,2.182772,7.643768
-6.485239,2.377107,7.536414
-6.585539,2.569715,7.433089
-6.674862,2.760594,7.333534
-6.753824,2.949744,7.23749
-6.823035,3.137165,7.1447
-6.88311,3.322856,7.054903
-6.934661,3.506817,6.967841
-6.978302,3.689046,6.883255
-7.014645,3.869545,6.800888
-7.044303,4.048312,6.720479
-7.06789,4.225346,6.641771
-7.028949,4.407495,6.583602
-6.981499,4.592225,6.527683
-6.925805,4.779289,6.473817
-6.862136,4.968439,6.421809
-6.79076,5.159427,6.371461
-6.711942,5.352005,6.322578
-6.625951,5.545927,6.274963
-6.533055,5.740943,6.228422
-6.433519,5.936808,6.182756
-6.327612,6.133272,6.137771
-6.215601,6.330089,6.093268
-6.097753,6.527009,6.049055
-5.974336,6.723788,6.004932
-5.845616,6.920175,5.960704
-5.711861,7.115924,5.916176
-5.573339,7.310787,5.87115
-5.430316,7.504516,5.825431
-5.28306,7.696865,5.778823
-5.131838,7.887584,5.731129
-4.976919,8.076426,5.682153
-4.802449,8.207053,5.647876
-4.628377,8.333035,5.614431
-4.454235,8.454355,5.582067
-4.279559,8.570996,5.551032
-4.103882,8.68294,5.521574
-3.926739,8.79017,5.493944
-3.747664,8.892669,5.468388
-3.566192,8.990419,5.445158
-3.381856,9.083404,5.4245
-3.194191,9.171606,5.406663
-3.002732,9.25501,5.391897
-2.807012,9.333595,5.380449
-2.606566,9.407347,5.37257
-2.400928,9.476246,5.368507
-2.189633,9.540277,5.368509
-1.972214,9.599423,5.372825
-1.748206,9.653666,5.381704
-1.517144,9.702988,5.395394
-1.278561,9.747373,5.414144
-1.031992,9.786803,5.438203
-0.7743413,9.748639,5.489953
-0.4990842,9.696493,5.542353
-0.2080294,9.630517,5.595459
0.09701412,9.550866,5.649326
0.4142376,9.457692,5.70401
0.7418324,9.351148,5.759568
1.077989,9.231387,5.816054
1.4209,9.098562,5.873525
1.768756,8.952826,5.932036
2.119747,8.794332,5.991643
2.472065,8.623231,6.052402
2.823902,8.43968,6.114368
3.173449,8.243828,6.177598
3.518896,8.03583,6.242146
3.858434,7.81584,6.30807
4.190257,7.584008,6.375424
4.512553,7.340489,6.444265
4.823516,7.085435,6.514647
5.121334,6.819,6.586628
5.404201,6.541336,6.660262
5.510194,6.423889,6.710369
5.609244,6.293996,6.76387
5.701238,6.152538,6.820615
5.786062,6.000391,6.880457
5.863602,5.838435,6.943247
5.933744,5.66755,7.008835
5.996375,5.488613,7.077073
6.051381,5.302504,7.147812
6.098648,5.110102,7.220903
6.138063,4.912284,7.296199
6.169511,4.709931,7.373548
6.19288,4.503921,7.452804
6.208055,4.295132,7.533817
6.214923,4.084444,7.616438
6.213369,3.872735,7.70052
6.203281,3.660884,7.785911
6.184545,3.44977,7.872465
6.157045,3.240272,7.960032
6.12067,3.033269,8.048464
6.075305,2.829639,8.137611
5.995194,2.622778,8.205368
5.903713,2.425313,8.275749
5.801368,2.236929,8.348458
5.688665,2.057315,8.423203
5.566112,1.886158,8.499688
5.434213,1.723144,8.57762
5.293477,1.567962,8.656703
5.144408,1.420298,8.736646
4.987514,1.279839,8.817152
4.8233,1.146272,8.897927
4.652274,1.019286,8.978679
4.474942,0.8985661,9.059112
4.291809,0.7838005,9.138932
4.103384,0.6746764,9.217845
3.91017,0.5708807,9.295557
3.712676,0.4721005,9.371774
3.511408,0.3780233,9.446201
3.306872,0.288336,9.518546
3.099574,0.2027262,9.588511
2.890021,0.1208806,9.655806
2.665555,0.04813576,9.686834
2.434129,-0.02411006,9.713969
2.195723,-0.095503,9.737088
1.950318,-0.1656892,9.756063
1.697895,-0.2343147,9.770771
1.438435,-0.3010257,9.781088
1.171921,-0.3654683,9.786886
0.8983318,-0.4272886,9.788043
0.6176497,-0.4861328,9.784434
0.3298558,-0.5416468,9.775933
0.03493118,-0.5934771,9.762417
-0.2671432,-0.6412695,9.743759
-0.5763859,-0.6846703,9.719836
-0.8928153,-0.7233255,9.690523
-1.216451,-0.7568814,9.655693
-1.547312,-0.7849839,9.615224
-1.885417,-0.8072792,9.56899
-2.230784,-0.8234136,9.516866
-2.583432,-0.8330329,9.458728
-2.943381,-0.8357835,9.394449
-3.142831,-0.7469633,9.330075
-3.329071,-0.6595525,9.269789
-3.502923,-0.5732269,9.213262
-3.665209,-0.4876621,9.160166
-3.816752,-0.4025339,9.110176
-3.958376,-0.3175181,9.062961
-4.090902,-0.2322903,9.018195
-4.215153,-0.1465263,8.975549
-4.331952,-0.05990178,8.934696
-4.442121,0.02790749,8.895309
-4.546483,0.1172259,8.857059
-4.64586,0.2083776,8.819618
-4.741076,0.3016869,8.78266
-4.832953,0.397478,8.745854
-4.922313,0.4960755,8.708875
-5.009979,0.5978033,8.671394
-5.096774,0.7029859,8.633084
-5.183521,0.8119475,8.593616
-5.271041,0.9250121,8.552665
