-8.607858,1.0998,4.766977
-7.978136,1.408855,5.209468
-7.363405,1.715017,5.674799
-6.7654,2.018054,6.160968
-6.185851,2.317732,6.665973
-5.626493,2.613817,7.187811
-5.089056,2.906078,7.724478
-4.575275,3.194279,8.273974
-4.086882,3.478188,8.834296
-3.62561,3.757571,9.403441
-3.193191,4.032195,9.979407
-2.791358,4.301827,10.56019
-2.421843,4.566234,11.14379
-2.086381,4.825182,11.7282
-1.786703,5.078437,12.31143
-1.524541,5.325767,12.89146
-1.301629,5.566938,13.4663
-1.119699,5.801717,14.03394
-0.9804847,6.029871,14.59238
-0.8857179,6.251164,15.13962
-0.8371315,6.465366,15.67366
-0.7381675,6.544601,16.14996
-0.602035,6.595947,16.5914
-0.4351861,6.623112,17.00181
-0.2440735,6.629804,17.38502
-0.03514932,6.619731,17.74485
0.1851341,6.596601,18.08512
0.4103243,6.564123,18.40967
0.6339692,6.526004,18.72231
0.8496162,6.485951,19.02688
1.050813,6.447675,19.32719
1.231108,6.414882,19.62708
1.384047,6.39128,19.93037
1.50318,6.380577,20.24088
1.582053,6.386482,20.56245
1.614214,6.412703,20.89889
1.593211,6.462946,21.25403
1.512591,6.540922,21.6317
1.365903,6.650337,22.03572
1.146694,6.794899,22.46992
0.8485107,6.978317,22.93812
0.3381467,7.147077,23.11074
-0.143124,7.302832,23.22049
-0.5952549,7.444958,23.26801
-1.0182,7.572833,23.25399
-1.411913,7.685833,23.17908
-1.776347,7.783334,23.04396
-2.111457,7.864713,22.84929
-2.417196,7.929346,22.59573
-2.693518,7.976611,22.28395
-2.940376,8.005882,21.91462
-3.157725,8.016539,21.48841
-3.345518,8.007955,21.00598
-3.503709,7.979508,20.46799
-3.632251,7.930574,19.87512
-3.731099,7.860531,19.22803
-3.800206,7.768755,18.52738
-3.839526,7.654621,17.77385
-3.849012,7.517508,16.96809
-3.828619,7.356789,16.11078
-3.778301,7.171844,15.20258
-4.21852,6.904707,14.47812
-4.679522,6.661006,13.82087
-5.159073,6.440697,13.23015
-5.654942,6.243734,12.70529
-6.164894,6.070072,12.24561
-6.686699,5.919666,11.85041
-7.218123,5.792471,11.51902
-7.756935,5.688441,11.25075
-8.300901,5.607533,11.04493
-8.847788,5.549698,10.90088
-9.395365,5.514894,10.8179
-9.941399,5.503074,10.79532
-10.48366,5.514194,10.83246
-11.01991,5.548207,10.92864
-11.54792,5.60507,11.08316
-12.06545,5.684737,11.29536
-12.57028,5.787162,11.56455
-13.06017,5.912301,11.89005
-13.53289,6.060108,12.27117
-13.98621,6.230537,12.70723
-13.53226,6.538029,13.46908
-13.04739,6.820034,14.22724
-12.53564,7.076676,14.98323
-12.00107,7.308074,15.73857
-11.4477,7.514351,16.49478
-10.87957,7.695627,17.25337
-10.30073,7.852024,18.01587
-9.715216,7.98366,18.78379
-9.127063,8.090659,19.55865
-8.540316,8.173142,20.34197
-7.95901,8.23123,21.13527
-7.387187,8.265042,21.94007
-6.828887,8.2747,22.75789
-6.28815,8.260327,23.59023
-5.769013,8.222042,24.43863
-5.275518,8.159966,25.30461
-4.811703,8.074222,26.18967
-4.381608,7.964929,27.09534
-3.989275,7.832208,28.02313
-3.63874,7.676182,28.97458
-4.249744,7.585933,29.49247
-4.849316,7.501746,29.96272
-5.437541,7.423634,30.38633
-6.014504,7.351611,30.76435
-6.580293,7.285689,31.09779
-7.134992,7.225882,31.38769
-7.678688,7.172202,31.63506
-8.211465,7.124664,31.84092
-8.733411,7.08328,32.00632
-9.244611,7.048064,32.13226
-9.745151,7.019028,32.21978
-10.23512,6.996186,32.26989
-10.71459,6.979551,32.28363
-11.18367,6.969137,32.26202
-11.64243,6.964956,32.20609
-12.09095,6.967021,32.11686
-12.52933,6.975347,31.99534
-12.95766,6.989946,31.84258
-13.37601,7.010831,31.6596
-13.78447,7.038015,31.44741
-14.18834,7.144263,30.33759
-14.5641,7.231361,29.27654
-14.91575,7.297957,28.26036
-15.24729,7.3427,27.28515
-15.56272,7.364238,26.34701
-15.86602,7.361219,25.44203
-16.16121,7.332292,24.56632
-16.45229,7.276104,23.71597
-16.74323,7.191304,22.88707
-17.03806,7.07654,22.07574
-17.34077,6.930461,21.27806
-17.65535,6.751714,20.49013
-17.9858,6.538949,19.70806
-18.33612,6.290812,18.92794
-18.71031,6.005953,18.14586
-19.11237,5.683019,17.35793
-19.5463,5.320659,16.56025
-20.01609,4.917521,15.74891
-20.52575,4.472254,14.92002
-21.07927,3.983505,14.06966
-20.51644,3.460691,12.90809
-19.94442,2.999442,11.84939
-19.36374,2.598083,10.89071
-18.77489,2.254942,10.0292
-18.1784,1.968345,9.262002
-17.57478,1.73662,8.586269
-16.96454,1.558092,7.999153
-16.34819,1.431088,7.497799
-15.72625,1.353935,7.07936
-15.09923,1.32496,6.740984
-14.46764,1.34249,6.479819
-13.83199,1.404851,6.293016
-13.19281,1.51037,6.177724
-12.55059,1.657374,6.131093
-11.90586,1.844189,6.15027
-11.25912,2.069142,6.232407
-10.61089,2.33056,6.374651
-9.961684,2.62677,6.574153
-9.312015,2.956097,6.828062
-8.662391,3.31687,7.133528
-9.809979,3.640442,7.988541
-10.92085,3.915182,8.815289
-11.99498,4.14373,9.616835
-13.03233,4.328725,10.39625
-14.03288,4.472811,11.15659
-14.9966,4.578626,11.90094
-15.92346,4.648813,12.63235
-16.81343,4.68601,13.35389
-17.66649,4.692861,14.06863
-18.4826,4.672005,14.77963
-19.26175,4.626082,15.48996
-20.00389,4.557734,16.20269
-20.70901,4.469603,16.92088
-21.37707,4.364326,17.6476
-22.00805,4.244548,18.38592
-22.60191,4.112907,19.13889
-23.15864,3.972045,19.9096
-23.6782,3.824602,20.70109
-24.16055,3.67322,21.51645
-24.60569,3.520538,22.35874
-24.41708,3.495523,23.30338
-24.04689,3.522387,24.21985
-23.51152,3.592586,25.11049
-22.82736,3.697575,25.97767
-22.01079,3.828809,26.82374
-21.07821,3.977745,27.65107
-20.04599,4.135835,28.46201
-18.93053,4.294537,29.25892
-17.74822,4.445306,30.04417
-16.51544,4.579596,30.82011
-15.24858,4.688862,31.5891
-13.96403,4.764561,32.3535
-12.67819,4.798148,33.11567
-11.40743,4.781076,33.87796
-10.16814,4.704803,34.64274
-8.976715,4.560783,35.41236
-7.849541,4.340471,36.1892
-6.803007,4.035323,36.97559
-5.853499,3.636795,37.77391
-5.017406,3.136339,38.58652
-4.302728,3.137533,38.25245
-3.585283,3.129529,37.88814
-2.866858,3.113296,37.48994
-2.149241,3.089804,37.05415
-1.434221,3.060024,36.57713
-0.7235836,3.024924,36.0552
-0.01911749,2.985475,35.48468
0.6773909,2.942647,34.86192
1.364153,2.897409,34.18324
2.039382,2.850731,33.44497
2.70129,2.803583,32.64344
3.34809,2.756935,31.77499
3.977994,2.711757,30.83594
4.589214,2.669017,29.82263
5.179965,2.629687,28.73138
5.748456,2.594736,27.55854
6.292902,2.565134,26.30042
6.811515,2.54185,24.95337
7.302506,2.525855,23.5137
7.76409,2.518118,21.97776
7.685893,2.498869,21.56501
7.45028,2.571468,21.24468
7.068032,2.726516,21.01013
6.549929,2.95462,20.85467
5.90675,3.246384,20.77165
5.149277,3.592412,20.7544
4.28829,3.98331,20.79627
3.334568,4.409681,20.89058
2.298891,4.86213,21.03069
1.192042,5.331263,21.20991
0.0247978,5.807682,21.4216
-1.19206,6.281993,21.65908
-2.44775,6.744802,21.9157
-3.731492,7.186711,22.18478
-5.032508,7.598325,22.45968
-6.340017,7.97025,22.73372
-7.643239,8.293091,23.00025
-8.931393,8.557449,23.25259
-10.1937,8.753932,23.48409
-11.41937,8.873144,23.68808
-12.21001,8.666695,23.20371
-13.01007,8.406438,22.66578
-13.81484,8.09626,22.07913
-14.61962,7.740048,21.4486
-15.41971,7.341687,20.77903
-16.21041,6.905064,20.07527
-16.98702,6.434065,19.34215
-17.74484,5.932576,18.58452
-18.47916,5.404483,17.80722
-19.18529,4.853673,17.01509
-19.85852,4.284033,16.21297
-20.49415,3.699447,15.40571
-21.08748,3.103803,14.59814
-21.63381,2.500988,13.79512
-22.12845,1.894885,13.00146
-22.56668,1.289383,12.22203
-22.9438,0.6883679,11.46167
-23.25512,0.09572536,10.7252
-23.49593,-0.4846576,10.01748
-23.66153,-1.048896,9.343351
-21.70285,-0.9627766,8.549717
-19.73978,-0.8446285,7.950361
-17.77975,-0.6987658,7.534674
-15.8302,-0.5295027,7.292047
-13.89857,-0.3411538,7.211871
-11.9923,-0.1380331,7.283538
-10.11882,0.07554489,7.496438
-8.28558,0.295266,7.839961
-6.50001,0.516816,8.3035
-4.769549,0.7358803,8.876444
-3.101635,0.9481448,9.548184
-1.503707,1.149295,10.30811
0.01679786,1.335017,11.14562
1.45244,1.500996,12.0501
2.795784,1.642919,13.01093
4.039392,1.756469,14.01752
5.175825,1.837335,15.05925
6.197645,1.8812,16.12552
7.097413,1.883751,17.2057
7.867693,1.840673,18.28921
7.278902,2.296233,18.4772
6.636689,2.738456,18.80291
