2.315978,6.776414,8.263049
2.72331,6.480275,8.242945
3.091938,6.171232,8.23444
3.421784,5.851316,8.237278
3.712772,5.522561,8.251202
3.964822,5.186995,8.275956
4.177858,4.846649,8.311281
4.351802,4.503555,8.356923
4.486575,4.159743,8.412622
4.5821,3.817245,8.478125
4.6383,3.478093,8.553173
4.655096,3.144315,8.637507
4.632411,2.817944,8.730874
4.570166,2.501011,8.833015
4.468285,2.195546,8.943674
4.326689,1.903581,9.062594
4.1453,1.627146,9.189518
3.924042,1.368273,9.324189
3.662835,1.128991,9.466352
3.361603,0.911334,9.615746
